SMILES,R(x),is_valid,traj_log_p_B,traj_log_p_F,log_Z,clip_log_R,subtb_losses,tb_losses,alcoholic,aldehydic,alliaceous,almond,amber,animal,anisic,apple,apricot,aromatic,balsamic,banana,beefy,bergamot,berry,bitter,black currant,brandy,burnt,buttery,cabbage,camphoreous,caramellic,cedar,celery,chamomile,cheesy,cherry,chocolate,cinnamon,citrus,clean,clove,cocoa,coconut,coffee,cognac,cooked,cooling,cortex,coumarinic,creamy,cucumber,dairy,dry,earthy,ethereal,fatty,fermented,fishy,floral,fresh,fruit skin,fruity,garlic,gassy,geranium,grape,grapefruit,grassy,green,hawthorn,hay,hazelnut,herbal,honey,hyacinth,jasmin,juicy,ketonic,lactonic,lavender,leafy,leathery,lemon,lily,malty,meaty,medicinal,melon,metallic,milky,mint,muguet,mushroom,musk,musty,natural,nutty,odorless,oily,onion,orange,orangeflower,orris,ozone,peach,pear,phenolic,pine,pineapple,plum,popcorn,potato,powdery,pungent,radish,raspberry,ripe,roasted,rose,rummy,sandalwood,savory,sharp,smoky,soapy,solvent,sour,spicy,strawberry,sulfurous,sweaty,sweet,tea,terpenic,tobacco,tomato,tropical,vanilla,vegetable,vetiver,violet,warm,waxy,weedy,winey,woody,has_db_match
CCS[SH]=C(CC)CC,0.0,False,-9.416379,-21.215656,6.1884336,-75.0,773.5809,69.38916,0.050626017153263,0.0311105400323867,0.5511417388916016,0.0642000585794448,0.0256483890116214,0.1029925271868705,0.0620663724839687,0.0301723070442676,0.0443586558103561,0.0576336160302162,0.0333275608718395,0.0141668245196342,0.3000673353672027,0.0155796613544225,0.0984517559409141,0.1034975200891494,0.1518801897764206,0.0287546683102846,0.3698315620422363,0.0534703433513641,0.3493940234184265,0.0539454333484172,0.0626435354351997,0.0302484929561615,0.0702887177467346,0.0241520572453737,0.3194324672222137,0.0301072914153337,0.119848683476448,0.0224051475524902,0.1114997044205665,0.0958794131875038,0.0250388514250516,0.1375265568494796,0.0489798188209533,0.3521325290203094,0.0255460832267999,0.4308556020259857,0.0778568908572197,0.055181223899126,0.0314824320375919,0.1182761192321777,0.0233125388622283,0.122065745294094,0.0667446032166481,0.2494683861732483,0.0658892095088958,0.2231782525777816,0.0794245451688766,0.2861817181110382,0.0848784893751144,0.2149118483066558,0.0778669640421867,0.2111291885375976,0.6514840722084045,0.1932553946971893,0.0418114960193634,0.080821581184864,0.1730708628892898,0.0881304442882537,0.2746791839599609,0.039506159722805,0.0266356375068426,0.1215161085128784,0.1318964213132858,0.0521786361932754,0.0326057225465774,0.0274381935596466,0.0578151419758796,0.0566240400075912,0.0251294914633035,0.0316491574048996,0.0674835443496704,0.0570410713553428,0.0248985774815082,0.017591331154108,0.0380309671163558,0.6660233736038208,0.0681448429822921,0.0300738289952278,0.207350492477417,0.1173918023705482,0.1094303876161575,0.0120826996862888,0.2225258648395538,0.0297077763825655,0.1933185905218124,0.0468632616102695,0.2900125086307525,0.118932768702507,0.1161691695451736,0.6017512679100037,0.0468728244304657,0.034249473363161,0.0360850766301155,0.0372431725263595,0.0498376712203025,0.0347690545022487,0.0788227319717407,0.0236513596028089,0.1076650619506836,0.0407038517296314,0.1685189753770828,0.2709039449691772,0.0256360750645399,0.4952791333198547,0.3140128850936889,0.0195532292127609,0.2061643898487091,0.5961945652961731,0.0631059110164642,0.037988431751728,0.0203122086822986,0.5440123677253723,0.1121411845088005,0.1968813091516494,0.0372877195477485,0.1105933263897895,0.0679087862372398,0.130111962556839,0.0615064203739166,0.808664083480835,0.0728394165635109,0.3256327211856842,0.0431090965867042,0.0503582656383514,0.0494903773069381,0.2363250404596328,0.1645282357931137,0.0330978967249393,0.4350751042366028,0.0518921203911304,0.0279506109654903,0.0312858819961547,0.0616236962378025,0.0323498174548149,0.0455501303076744,0.1073987036943435,False
C=COC(N=C)=C(C)C,0.6931314,True,-14.403297,-27.781115,6.1884336,-0.36653572,13.866151,-6.8228483,0.0982842817902565,0.1470065861940384,0.1581148356199264,0.1898496448993683,0.0400161147117614,0.1271967440843582,0.0923436358571052,0.0669657289981842,0.0585684888064861,0.1046643778681755,0.0882012471556663,0.0448075085878372,0.1186532080173492,0.0585900023579597,0.1253859102725982,0.1986620724201202,0.1384408921003341,0.077219620347023,0.2635027170181274,0.2100217491388321,0.1596166491508484,0.110633909702301,0.2613307237625122,0.0434481166303157,0.1168567165732383,0.0654814913868904,0.3207553625106811,0.145630657672882,0.2249133884906768,0.1013553962111473,0.1744146347045898,0.0945938006043434,0.088064819574356,0.1975394934415817,0.0855124294757843,0.2051139622926712,0.0462921559810638,0.1941709816455841,0.1439849287271499,0.0815844610333442,0.1203409284353256,0.2158602476119995,0.0429783277213573,0.2499670982360839,0.1463715583086013,0.2828482687473297,0.1356562972068786,0.2426679581403732,0.1428932398557663,0.1824073940515518,0.188376635313034,0.2072178274393081,0.1225678175687789,0.3561965525150299,0.1227385401725769,0.1515858918428421,0.0777667164802551,0.1329289376735687,0.1406134665012359,0.1763906925916671,0.3463210463523865,0.0767663866281509,0.1049960702657699,0.1749751269817352,0.2882895171642303,0.1054448634386062,0.0364111401140689,0.0870013460516929,0.0727783069014549,0.1533079147338867,0.0659777894616127,0.0452182590961456,0.0995675772428512,0.0715147480368614,0.0610201843082904,0.0698557496070861,0.1202627569437027,0.2655905783176422,0.0972818732261657,0.0851887091994285,0.2248931229114532,0.2075615376234054,0.1812571734189987,0.0447047613561153,0.1391234844923019,0.0573648810386657,0.2179024964570999,0.1024042665958404,0.391180545091629,0.4096205234527588,0.1259812861680984,0.1590080708265304,0.0750496909022331,0.07670858502388,0.0674773156642913,0.0824577435851097,0.0875575169920921,0.0621736347675323,0.1475487053394317,0.045622419565916,0.10438222438097,0.0734030529856681,0.2307948768138885,0.2121949940919876,0.0872542038559913,0.3531565368175506,0.2192742824554443,0.0861112102866172,0.0966324508190155,0.3664115071296692,0.06613489985466,0.135352686047554,0.0404415875673294,0.2260142564773559,0.2537998557090759,0.0921772867441177,0.0682528093457222,0.1110310703516006,0.2579123079776764,0.2519785165786743,0.1156736686825752,0.1940472573041916,0.1397518962621688,0.2867601811885834,0.1100720465183258,0.0550150386989116,0.132797285914421,0.1540835350751876,0.2123573124408722,0.1156236678361892,0.2525062263011932,0.0723030567169189,0.0549657791852951,0.0978621616959571,0.0621689073741436,0.07378601282835,0.1115619465708732,0.2011987715959549,False
CCC=C1CS(C)=C1CC,0.0,False,-17.584864,-32.041588,6.1884336,-75.0,589.1047,66.731705,0.08342806994915,0.1906662434339523,0.1689249575138092,0.1623792052268982,0.1610368490219116,0.2804750502109527,0.1527592986822128,0.0888086557388305,0.1256265789270401,0.1335880756378173,0.1324778497219085,0.0615809187293052,0.1958762556314468,0.106978066265583,0.2018790990114212,0.1493618637323379,0.20357446372509,0.0661321133375167,0.2858199179172516,0.1482852697372436,0.1144562438130378,0.2049475908279419,0.2113212347030639,0.104400098323822,0.2373335063457489,0.0760367587208747,0.2040260583162307,0.0754943713545799,0.2108134180307388,0.1125376746058464,0.249960571527481,0.1802138686180114,0.0998900383710861,0.2386647015810012,0.1768429726362228,0.1930873095989227,0.0445098467171192,0.2028307914733886,0.2687141895294189,0.1576631516218185,0.1587861776351928,0.2165707051753997,0.0586913302540779,0.1909300088882446,0.1938114911317825,0.3472571671009063,0.1241638958454132,0.1954086422920227,0.1342360824346542,0.2388757169246673,0.3668964207172394,0.3095181882381439,0.1301352530717849,0.4245617687702179,0.1709515452384948,0.0951836332678794,0.1499386131763458,0.1292697936296463,0.2341054230928421,0.1644791364669799,0.402819275856018,0.1049029901623725,0.1056104153394699,0.209673598408699,0.400704026222229,0.134285569190979,0.1169416755437851,0.198815569281578,0.0919885262846946,0.1809405237436294,0.2246685028076172,0.1001694649457931,0.1825017482042312,0.1922802180051803,0.1519340276718139,0.1732009500265121,0.1002560853958129,0.3938446044921875,0.1349956542253494,0.1133493110537529,0.2202613353729248,0.188388779759407,0.3744826316833496,0.1641150116920471,0.1440442055463791,0.1654185652732849,0.250376433134079,0.2323211431503296,0.4443861544132232,0.1045348718762397,0.1960526257753372,0.2127491533756256,0.1057418212294578,0.1233776733279228,0.1132075861096382,0.1195540130138397,0.1828348338603973,0.0615891367197036,0.1978815495967865,0.1026401445269584,0.1264509856700897,0.1165112927556037,0.202312096953392,0.2303088158369064,0.160978764295578,0.1652298122644424,0.1449247747659683,0.136412963271141,0.1395644396543502,0.4427256882190704,0.1827662736177444,0.0769488811492919,0.0994852259755134,0.253711462020874,0.1196547523140907,0.2204906493425369,0.1167344450950622,0.1922026574611663,0.1239372417330741,0.3345737755298614,0.1214445158839225,0.2980002164840698,0.1048342511057853,0.3408728539943695,0.1880569010972976,0.1478775143623352,0.278057187795639,0.1658268719911575,0.2719186246395111,0.1197164431214332,0.3121781647205353,0.1330210715532302,0.1122415661811828,0.1444056630134582,0.1340763866901397,0.1346347481012344,0.0788936540484428,0.3840721845626831,False
CC12CCC3CC31C2,0.0,False,-14.698948,-32.192703,6.1884336,-75.0,676.9147,63.694675,0.0133251044899225,0.09946259111166,0.0566090308129787,0.0260003730654716,0.5198491215705872,0.3800764381885528,0.1091498881578445,0.0552956163883209,0.0576185807585716,0.1158947721123695,0.2571949958801269,0.0256242528557777,0.0730350390076637,0.0488822683691978,0.0987253338098526,0.0530093535780906,0.051249798387289,0.0478601939976215,0.0692998096346855,0.0230321250855922,0.0914207324385643,0.4590287804603576,0.0476966947317123,0.3775881826877594,0.0920028463006019,0.0130335306748747,0.0612800680100917,0.0194092728197574,0.0327709764242172,0.0432832650840282,0.1301280260086059,0.302588552236557,0.055490992963314,0.0218612775206565,0.0299670752137899,0.0529741048812866,0.0133768673986196,0.0645618066191673,0.1976802349090576,0.042343720793724,0.0482935048639774,0.0442806184291839,0.0158073566854,0.0291077326983213,0.3289941251277923,0.5988160371780396,0.0507685579359531,0.0954514145851135,0.0675019696354866,0.1015545651316642,0.2028972506523132,0.3703082203865051,0.0743095800280571,0.3474599421024322,0.042700782418251,0.0921940058469772,0.0468155816197395,0.0181114692240953,0.1482590287923813,0.0637303963303566,0.3544871509075165,0.0176733322441577,0.0954301953315734,0.0409477055072784,0.4054565131664276,0.0620431266725063,0.0345578305423259,0.0495915971696376,0.0278942715376615,0.081861563026905,0.0493316501379013,0.0966793969273567,0.0983359739184379,0.1633874922990799,0.1327276080846786,0.0292383916676044,0.0212669763714075,0.0859898552298545,0.1615746915340423,0.0248107835650444,0.083908312022686,0.0265691727399826,0.1921557188034057,0.0331736877560615,0.0730052441358566,0.4315007627010345,0.192951500415802,0.1344906389713287,0.1356171816587448,0.030110890045762,0.1387050002813339,0.0638212114572525,0.0539113394916057,0.0563711337745189,0.1360825896263122,0.0554004646837711,0.0455112941563129,0.0434337705373764,0.1022916138172149,0.2524129152297973,0.0505830645561218,0.0664737895131111,0.0889133587479591,0.0562530010938644,0.242311418056488,0.0820299908518791,0.0928260907530784,0.0758917555212974,0.0746313482522964,0.106248028576374,0.1091206073760986,0.0401771925389766,0.3155758380889892,0.0604386441409587,0.0979717746376991,0.0436016321182251,0.1102747395634651,0.1156601682305336,0.0636022984981536,0.3200051486492157,0.0344645828008651,0.2023238390684127,0.0418544448912143,0.3141597807407379,0.1543910354375839,0.2208896577358245,0.3178200125694275,0.0395541004836559,0.1463048458099365,0.0218297373503446,0.0796645134687423,0.2584193348884582,0.124032974243164,0.1630562841892242,0.1176935955882072,0.0544475615024566,0.0213811658322811,0.6781615018844604,True
CCCC1C=[SH]C1,0.0,False,-8.594154,-23.252542,6.1884336,-75.0,801.90717,66.530045,0.0604145936667919,0.108235128223896,0.3291258513927459,0.1655722707509994,0.1035382971167564,0.2531183660030365,0.1155998408794403,0.0534578710794448,0.0801395252346992,0.1185593605041503,0.1031754463911056,0.0417399294674396,0.3069542646408081,0.0606719888746738,0.1234203428030014,0.1283450573682785,0.1426345705986023,0.0556951761245727,0.4111949205398559,0.1507372260093689,0.1881656497716903,0.1133795008063316,0.2044011354446411,0.0701024159789085,0.1657331138849258,0.0515748038887977,0.2336545586585998,0.0685042589902877,0.2000906467437744,0.0833219140768051,0.1603021323680877,0.1218048185110092,0.0810435563325882,0.2455786168575287,0.1432655602693557,0.2906630337238312,0.0435981526970863,0.3099730908870697,0.1776208132505417,0.1082703247666359,0.1409382224082946,0.1590750068426132,0.0438914075493812,0.1735256463289261,0.1503254771232605,0.277904212474823,0.0900137349963188,0.2178917229175567,0.1304253488779068,0.3672067821025848,0.1916232258081436,0.186500146985054,0.1166495680809021,0.2492867261171341,0.3690069317817688,0.1263467520475387,0.0838730931282043,0.106398157775402,0.1476755142211914,0.1437112987041473,0.2579984068870544,0.0743717476725578,0.0774102509021759,0.2275589704513549,0.2088669538497924,0.1109258309006691,0.0749740302562713,0.0880021899938583,0.0651892647147178,0.1574821174144745,0.0860058143734932,0.0536615028977394,0.0997194424271583,0.11557437479496,0.066097006201744,0.0766041949391365,0.0953119397163391,0.5518676042556763,0.1079025417566299,0.0701442286372184,0.1993303596973419,0.1694438308477401,0.2177503108978271,0.0498076044023036,0.2043183743953704,0.1180023029446601,0.2539471387863159,0.1598926931619644,0.557917594909668,0.1346317082643509,0.1396671533584594,0.3375794589519501,0.0626252591609954,0.1082335636019706,0.0570963323116302,0.081922210752964,0.1139857843518257,0.0424585603177547,0.1466547846794128,0.0612779706716537,0.1283375322818756,0.0769084319472312,0.3852996230125427,0.267350822687149,0.1167872250080108,0.2585589289665222,0.2537111043930053,0.064433217048645,0.1379840672016143,0.6097425222396851,0.0979776307940483,0.0551979094743728,0.0556669346988201,0.3528448343276977,0.1220615655183792,0.2835249006748199,0.090788722038269,0.2135999798774719,0.0888829082250595,0.2370326220989227,0.1057751476764679,0.4713929891586303,0.0801125466823577,0.3200630843639374,0.1330922842025756,0.1139696836471557,0.1894505769014358,0.2517315745353699,0.172140896320343,0.0880891010165214,0.3645449578762054,0.0924832671880722,0.059535551816225,0.0896162688732147,0.0997891798615455,0.074083000421524,0.0569842271506786,0.2343306541442871,False
CC=C(N)CSSCCC,0.0,False,-9.128696,-26.634277,6.1884336,-75.0,605.0574,63.68285,0.0324086509644985,0.0214832983911037,0.5189582109451294,0.0551829002797603,0.0202951729297637,0.094030313193798,0.0522967875003814,0.0191120579838752,0.0303273499011993,0.0476050227880477,0.0283765811473131,0.0087519465014338,0.3007409274578094,0.010305012576282,0.069659024477005,0.0912717208266258,0.1090208664536476,0.020247770473361,0.3469811379909515,0.0421107970178127,0.3127825260162353,0.0401523113250732,0.0593337267637252,0.0209445040673017,0.0510471425950527,0.0154699794948101,0.2809742391109466,0.0205976385623216,0.0976241677999496,0.0155106941238045,0.0787341073155403,0.0809376835823059,0.0191027149558067,0.1189525499939918,0.0388437323272228,0.3440797328948974,0.0161460544914007,0.4191608726978302,0.0623501129448413,0.0391037873923778,0.0262059718370437,0.0856420397758483,0.0137837175279855,0.0976111069321632,0.0530157685279846,0.2253928333520889,0.0414095371961593,0.1849311739206314,0.0616157576441764,0.2557681798934936,0.065818466246128,0.1607297360897064,0.057127971202135,0.1584665477275848,0.6401727795600891,0.1444804370403289,0.0279093571007251,0.0596315115690231,0.1138033121824264,0.0680436342954635,0.2167830914258957,0.0292606111615896,0.021826347336173,0.1168367192149162,0.097517542541027,0.0420489795506,0.023066833615303,0.0187123473733663,0.037211887538433,0.0436345338821411,0.0158455483615398,0.0203682538121938,0.0435909107327461,0.0434884130954742,0.016448862850666,0.0123741943389177,0.0244060605764389,0.6801825165748596,0.0555005483329296,0.0188130382448434,0.1601254940032959,0.0934448912739753,0.0865520015358924,0.0074350065551698,0.2055381685495376,0.021360408514738,0.1692181825637817,0.0371011048555374,0.3099767565727234,0.113770492374897,0.0975856930017471,0.5612562894821167,0.0296171400696039,0.0296924412250518,0.0246995501220226,0.0262814983725547,0.0378649719059467,0.0228533241897821,0.0652292892336845,0.0165264792740345,0.0844156965613365,0.0293712392449378,0.2004106491804123,0.2521389126777649,0.022962063550949,0.446456640958786,0.3023126125335693,0.0139897800981998,0.1674390733242035,0.6301037669181824,0.0450498834252357,0.0247372034937143,0.014904418028891,0.5339852571487427,0.0792123228311538,0.188061848282814,0.0259695313870906,0.0942249223589897,0.0451260991394519,0.1008426696062088,0.0471709221601486,0.800610363483429,0.0453451164066791,0.2880969941616058,0.0334628261625766,0.0397005565464496,0.0420827940106391,0.2148714661598205,0.1143808215856552,0.0242304913699626,0.4099182486534118,0.0385208763182163,0.0180800966918468,0.0236837808042764,0.0451938584446907,0.0222699046134948,0.0294555034488439,0.0953030735254287,False
CCS1(C)(C)(CC)CCC(C)C1C,0.0,False,-19.93397,-36.77337,6.1884336,-75.0,478.90945,64.34903,0.060117021203041,0.0475021265447139,0.416267842054367,0.1385577768087387,0.0529561527073383,0.1522718220949173,0.0877060294151306,0.0454436913132667,0.0717775449156761,0.0825720950961113,0.0560953207314014,0.0238463971763849,0.3453754186630249,0.0365543104708194,0.133297249674797,0.1523532420396804,0.1856465339660644,0.0334704481065273,0.4331391751766205,0.0849987119436264,0.2232671827077865,0.1088721603155136,0.1389573365449905,0.0428638346493244,0.1193536072969436,0.0417976416647434,0.2736335396766662,0.0521057285368442,0.2122717648744583,0.0363460555672645,0.1343451291322708,0.1089402362704277,0.0367515608668327,0.2468084394931793,0.07252749055624,0.4186274707317352,0.0257258582860231,0.3687516152858734,0.1774037778377533,0.0767568424344062,0.0581904724240303,0.1569018363952636,0.0268529653549194,0.1268722712993621,0.1213616728782653,0.2986044585704803,0.087077721953392,0.1662660837173462,0.1070289611816406,0.3000128269195556,0.1313848048448562,0.1820353865623474,0.1066230088472366,0.2671299278736114,0.443569928407669,0.1416446268558502,0.0588470287621021,0.107816606760025,0.1996972113847732,0.1395725309848785,0.308262825012207,0.074785977602005,0.0509410165250301,0.2619175016880035,0.197466179728508,0.0787306353449821,0.0491680577397346,0.051165547221899,0.0827579200267791,0.0798278376460075,0.0601921416819095,0.042557168751955,0.0834142789244651,0.1264654248952865,0.0473388135433197,0.0399378426373004,0.0744968205690383,0.6979920268058777,0.0941226109862327,0.0419407561421394,0.1770224571228027,0.1267281770706176,0.2031849920749664,0.0292991269379854,0.1576561778783798,0.0437629409134388,0.2469725906848907,0.083934411406517,0.4346739053726196,0.1645656675100326,0.1322223097085952,0.4891370236873626,0.0481469072401523,0.0655664950609207,0.0449755974113941,0.0536184161901474,0.0939039513468742,0.0343326665461063,0.1497841775417328,0.0497826859354972,0.138657197356224,0.0501370728015899,0.2570503056049347,0.3515904545783996,0.0581152029335498,0.3297297954559326,0.2215238660573959,0.0432563684880733,0.1916395872831344,0.626924455165863,0.1055283769965171,0.0543509311974048,0.0342257916927337,0.465096652507782,0.0930510088801384,0.2889732122421264,0.052838884294033,0.1718060821294784,0.0782534331083297,0.1788868010044098,0.0952816605567932,0.7215278148651123,0.0853661075234413,0.3122850060462951,0.0811875462532043,0.0961256623268127,0.103733904659748,0.26636403799057,0.2658619880676269,0.0607480220496654,0.4621454775333404,0.0754913389682769,0.0328227989375591,0.0413351096212863,0.0564958043396472,0.0473524592816829,0.0538235567510128,0.1921059936285019,False
C=CC(C)=C(CC)C(C)=O,0.7610642,True,-14.585619,-25.795647,6.1884336,-0.2730376,3.6984377,-4.748555,0.1040923744440078,0.1990533024072647,0.113615021109581,0.175067588686943,0.1920995563268661,0.2102642059326172,0.2695890069007873,0.3767636716365814,0.2446110099554062,0.2365345209836959,0.3149288892745971,0.2608811259269714,0.0911006405949592,0.2719442546367645,0.4449451565742492,0.230105847120285,0.1599859446287155,0.1681673675775528,0.2509410679340362,0.249802678823471,0.1150304973125457,0.2375662326812744,0.3386278450489044,0.1677895188331604,0.2118436843156814,0.2801182568073272,0.1770314127206802,0.2458037286996841,0.1995390802621841,0.2738650143146515,0.3179572820663452,0.2154966294765472,0.1791322976350784,0.2264197021722793,0.2522035539150238,0.1612104177474975,0.0974969118833541,0.1706419438123703,0.2258377075195312,0.2402282208204269,0.2295463234186172,0.3092693388462066,0.0758682638406753,0.2142204195261001,0.3034775853157043,0.3239762485027313,0.2634746730327606,0.2610698938369751,0.184231698513031,0.0845521092414856,0.575279712677002,0.3474704027175903,0.2010609358549118,0.740599513053894,0.0688614547252655,0.1369983255863189,0.2495843172073364,0.2976827919483185,0.1636523306369781,0.1842368245124817,0.4739840626716614,0.2013790905475616,0.2427639067173004,0.1212975680828094,0.5223188996315002,0.3326086103916168,0.167573943734169,0.3221049308776855,0.1616360545158386,0.2513066530227661,0.1872670799493789,0.2473203241825103,0.2922177314758301,0.1713894754648208,0.1666591763496399,0.1913049668073654,0.1380527019500732,0.1112244427204132,0.2045598775148391,0.22834013402462,0.254113495349884,0.2163111269474029,0.3708112835884094,0.1336783021688461,0.1549698114395141,0.1847903132438659,0.2732911705970764,0.2640377879142761,0.333220362663269,0.1123399063944816,0.2674604654312134,0.0553219281136989,0.1790708005428314,0.1669308394193649,0.2371783703565597,0.1871481537818908,0.2676891386508941,0.2838902473449707,0.2476974725723266,0.1778451204299926,0.3531126976013183,0.3103000223636627,0.106120154261589,0.0897459983825683,0.3235651552677154,0.2812134325504303,0.1582026481628418,0.2967043220996856,0.23431496322155,0.1565416604280471,0.3517064750194549,0.2797306478023529,0.1047179251909256,0.1207676753401756,0.2512411177158355,0.1385745108127594,0.1619925498962402,0.1458703279495239,0.2574326992034912,0.5061550140380859,0.2917845249176025,0.0902933552861213,0.1679037809371948,0.6171509027481079,0.3124301731586456,0.1784057915210724,0.2796469032764435,0.1008766144514083,0.3206064701080322,0.2319948971271515,0.2315906435251236,0.1931555122137069,0.2297981828451156,0.3094401061534881,0.2335729748010635,0.255629688501358,0.2633618712425232,0.4703929722309112,False
C=CCC(C)(CCC)C(C)=C=CC,0.6060217,True,-19.498861,-36.48166,6.1884336,-0.5008395,11.784774,-10.293524,0.0505864769220352,0.4321302771568298,0.0583203695714473,0.0734406188130378,0.1549843400716781,0.1189349517226219,0.1357392221689224,0.266064316034317,0.1603366136550903,0.1487857699394226,0.2508646249771118,0.1290728598833084,0.0683893337845802,0.290570855140686,0.2639196217060089,0.109958991408348,0.1327857375144958,0.0965775325894355,0.0672977790236473,0.1184698343276977,0.0567908957600593,0.1719766557216644,0.0862542241811752,0.1197576448321342,0.131947323679924,0.1056214198470115,0.1204645559191703,0.08210339397192,0.0845608115196228,0.1265480071306228,0.5989155769348145,0.2778787612915039,0.0674221441149711,0.0816347375512123,0.1302707195281982,0.0326563790440559,0.0699604973196983,0.0780489593744278,0.1498977094888687,0.1921983957290649,0.0655829310417175,0.182493969798088,0.1896659880876541,0.1205545738339424,0.2415246218442917,0.2606919407844543,0.1015035286545753,0.2667257487773895,0.1059867069125175,0.1248209029436111,0.7022655010223389,0.5612311959266663,0.187788188457489,0.6578405499458313,0.0333256460726261,0.1240075081586837,0.3113730847835541,0.1647682934999466,0.1912709027528762,0.2195549011230468,0.6056085228919983,0.0785209536552429,0.1299285888671875,0.0630317479372024,0.5014786124229431,0.1947896927595138,0.14485564827919,0.2734326124191284,0.2036376148462295,0.1320710033178329,0.1283127963542938,0.2985624074935913,0.2928062975406647,0.0864985585212707,0.3861483931541443,0.2486865520477295,0.0759089291095733,0.1412793695926666,0.092273510992527,0.3503581881523132,0.2621467411518097,0.1296044737100601,0.2082223296165466,0.2600337564945221,0.165128082036972,0.1165912225842475,0.1435921788215637,0.2672240734100342,0.177656665444374,0.0791464745998382,0.2588708102703094,0.0411683954298496,0.244107112288475,0.124836541712284,0.2047754228115081,0.1898182779550552,0.1983233243227005,0.2843313813209533,0.1277455985546112,0.1856405884027481,0.2584257423877716,0.1918415129184723,0.0440123490989208,0.0585721842944622,0.2182214707136154,0.1264082491397857,0.0949144065380096,0.1658282279968261,0.0865287110209465,0.0522859655320644,0.5055592656135559,0.1064618304371833,0.1120982021093368,0.0750936493277549,0.1516362279653549,0.054568774998188,0.1752349883317947,0.0769240781664848,0.1264785528182983,0.3260407745838165,0.1178261041641235,0.0534518472850322,0.1083767116069793,0.5389023423194885,0.1928477734327316,0.1960997730493545,0.1476544886827469,0.083952285349369,0.41953906416893,0.0766900479793548,0.1769715249538421,0.1384190022945404,0.3120690882205963,0.215073212981224,0.4561883211135864,0.2514369785785675,0.1171943321824073,0.4096399247646332,False
C=C(C)CC(CC(C)C)C(=C)OC,0.6598762,True,-20.666695,-41.327305,6.1884336,-0.415703,37.096867,-14.056473,0.105205237865448,0.2191391885280609,0.064988687634468,0.0951284915208816,0.1524616181850433,0.1669583320617675,0.1424957662820816,0.397268533706665,0.2688590884208679,0.144771471619606,0.1866342425346374,0.2605236768722534,0.0742866694927215,0.2258552759885788,0.3793686628341675,0.1471670866012573,0.2070595324039459,0.1480048894882202,0.1259869337081909,0.218862310051918,0.090621031820774,0.2028257697820663,0.2073248326778412,0.1270676404237747,0.1681999564170837,0.1837861239910125,0.2494704574346542,0.1428176015615463,0.1460921317338943,0.1611474305391311,0.3288158178329468,0.1715008318424224,0.0842525213956832,0.1787104904651641,0.152819275856018,0.0935206934809684,0.1156151220202446,0.1237801164388656,0.2352771162986755,0.1993424147367477,0.1036144271492958,0.2139213234186172,0.0667275860905647,0.2190711200237274,0.2520547211170196,0.3253887891769409,0.2177188247442245,0.2176824659109115,0.210807979106903,0.0811284780502319,0.5674334168434143,0.4165735244750976,0.1956863552331924,0.7874147295951843,0.0424307025969028,0.0938746184110641,0.23069928586483,0.2355077713727951,0.1874812096357345,0.1759960949420929,0.488442599773407,0.0974370688199997,0.1321776807308197,0.082730695605278,0.5658531785011292,0.2135400027036667,0.1265252530574798,0.3257533609867096,0.1849538534879684,0.2332043051719665,0.2009369730949401,0.2500508725643158,0.2200601547956466,0.1349880993366241,0.2045320719480514,0.1779027432203292,0.0972743108868599,0.1235643550753593,0.1147213652729988,0.1972753554582595,0.2385046482086181,0.176542267203331,0.368062674999237,0.1696860790252685,0.1330782175064087,0.1380114257335662,0.1862466484308242,0.2707736492156982,0.2062833905220031,0.0981733426451683,0.2991563677787781,0.0600505322217941,0.1385446190834045,0.0821576938033104,0.2106940895318985,0.1562406122684478,0.2654363512992859,0.2754527330398559,0.1328864246606826,0.1442531943321228,0.3421251773834228,0.2923547327518463,0.0700669661164283,0.0797280296683311,0.1961339116096496,0.1666242778301239,0.1025926023721695,0.2346681654453277,0.218649759888649,0.092094600200653,0.3595452904701233,0.204188197851181,0.1026648208498954,0.092552363872528,0.192858025431633,0.0668625608086586,0.1336971819400787,0.1546304672956466,0.227248415350914,0.3409660756587982,0.2011367231607437,0.1231705322861671,0.1796422004699707,0.5287079811096191,0.2124732881784439,0.1057183146476745,0.2043531984090805,0.0962141305208206,0.4138097763061523,0.1023574844002723,0.1778453886508941,0.1352910846471786,0.2018053978681564,0.2337962836027145,0.2892793715000152,0.2206615060567855,0.2117255926132202,0.4276473522186279,False
